comuna,indicador,dep_tot,dep_pub,dep_sub,dep_pag,area_tot,area_urb,area_rur,gse_tot,gse_bajo,gse_medio_bajo,gse_medio,gse_medio_alto,gse_alto
ARICA,ratio docente especial,16.3,,16.3,,16.3,16.3,,16.3,,17.6,15,,
AYSÉN,ratio docente especial,22.33,,22.33,,22.33,22.33,,22.33,,,,22.33,
BUIN,ratio docente especial,21.3,,21.3,,21.3,22.17,17.8,21.3,26.8,19.6,20.25,,
BULNES,ratio docente especial,5.86,0,11.71,,5.86,11.71,0,5.86,0,11.71,,,
CABILDO,ratio docente especial,,,,,,,,,,,,,
CABO DE HORNOS,ratio docente especial,,,,,,,,,,,,,
CABRERO,ratio docente especial,10.38,15,7.31,,10.38,10.38,,10.38,23,3.71,17.8,,
CALAMA,ratio docente especial,2.83,2,3.67,,2.83,2.83,,2.83,,2,3.67,,
CALBUCO,ratio docente especial,,,,,,,,,,,,,
CALDERA,ratio docente especial,1.94,1.94,,,1.94,1.94,,1.89,,1.89,,,
CALERA,ratio docente especial,19.5,,19.5,,19.5,19.5,,19.5,,,19.5,,
CALERA DE TANGO,ratio docente especial,,,,,,,,,,,,,
CALLE LARGA,ratio docente especial,,,,,,,,,,,,,
CAMARONES,ratio docente especial,,,,,,,,,,,,,
CAMIÑA,ratio docente especial,,,,,,,,,,,,,
CANELA,ratio docente especial,,,,,,,,,,,,,
CAÑETE,ratio docente especial,4.83,4.83,,,4.83,4.67,5,4.83,5,4.67,,,
CARAHUE,ratio docente especial,24.67,,24.67,,24.67,24.67,,24.67,,,24.67,,
CARTAGENA,ratio docente especial,,,,,,,,,,,,,
CASABLANCA,ratio docente especial,,,,,,,,,,,,,
CASTRO,ratio docente especial,,,,,,,,,,,,,
CATEMU,ratio docente especial,6.8,6.8,,,6.8,6.8,,6.8,6.8,,,,
CAUQUENES,ratio docente especial,,,,,,,,,,,,,
CERRILLOS,ratio docente especial,,,,,,,,,,,,,
CERRO NAVIA,ratio docente especial,,,,,,,,,,,,,
CHAITÉN,ratio docente especial,,,,,,,,,,,,,
CHAÑARAL,ratio docente especial,,,,,,,,,,,,,
CHANCO,ratio docente especial,0.33,0.33,,,0.33,0.33,,0.33,,,0.33,,
CHÉPICA,ratio docente especial,,,,,,,,,,,,,
CHIGUAYANTE,ratio docente especial,8.44,8.44,,,8.44,8.44,,8.44,,8.44,,,
CHILE CHICO,ratio docente especial,0,0,,,0,,0,0,,,0,,
CHILLÁN,ratio docente especial,10.08,5.89,18.47,,10.08,10.08,,10.08,4.33,7.61,12.68,18.5,
CHILLÁN VIEJO,ratio docente especial,10.75,4.25,17.25,,10.75,10.75,,10.75,4.25,17.25,,,
CHIMBARONGO,ratio docente especial,,,,,,,,,,,,,
CHOLCHOL,ratio docente especial,,,,,,,,,,,,,
CHONCHI,ratio docente especial,,,,,,,,,,,,,
CISNES,ratio docente especial,,,,,,,,,,,,,
COBQUECURA,ratio docente especial,1.5,1.5,,,1.5,1.5,,1.5,3,0,,,
COCHAMÓ,ratio docente especial,,,,,,,,,,,,,
COCHRANE,ratio docente especial,,,,,,,,,,,,,
CODEGUA,ratio docente especial,,,,,,,,,,,,,
COELEMU,ratio docente especial,1.33,1.33,,,1.33,1.33,,1.33,,1.33,,,
COIHUECO,ratio docente especial,2.44,2.44,,,2.44,2.44,,2.44,2.44,,,,
COINCO,ratio docente especial,,,,,,,,,,,,,
COLBÚN,ratio docente especial,5,5,,,5,5,,5,5,,,,
COLCHANE,ratio docente especial,,,,,,,,,,,,,
COLINA,ratio docente especial,,,,,,,,,,,,,
COLLIPULLI,ratio docente especial,,,,,,,,,,,,,
COLTAUCO,ratio docente especial,,,,,,,,,,,,,
COMBARBALÁ,ratio docente especial,,,,,,,,,,,,,
CONCEPCIÓN,ratio docente especial,6.8,0.3,19.8,,6.8,10.2,0,6.8,0.6,9.9,,,
CONCHALÍ,ratio docente especial,,,,,,,,,,,,,
CONCÓN,ratio docente especial,10.27,6.33,14.2,,10.27,10.27,,10.27,,,10.27,,
CONSTITUCIÓN,ratio docente especial,,,,,,,,,,,,,
CONTULMO,ratio docente especial,8,8,,,8,8,,8,8,,,,
COPIAPÓ,ratio docente especial,,,,,,,,,,,,,
COQUIMBO,ratio docente especial,9.3,5.5,10.56,,9.3,9.3,,9.3,,10.83,4.71,,
CORONEL,ratio docente especial,5.05,1,25.29,,5.05,5.05,,5.05,5,0,25.29,,
CORRAL,ratio docente especial,,,,,,,,,,,,,
COYHAIQUE,ratio docente especial,11.86,10.71,13,,11.86,11.86,,11.86,,10.71,13,,
CUNCO,ratio docente especial,6,6,,,6,6,,6,6,,,,
CURACAUTÍN,ratio docente especial,,,,,,,,,,,,,
CURACAVÍ,ratio docente especial,17.29,,17.29,,17.29,17.29,,17.29,,17.29,,,
CURACO DE VÉLEZ,ratio docente especial,,,,,,,,,,,,,
CURANILAHUE,ratio docente especial,,,,,,,,,,,,,
CURARREHUE,ratio docente especial,,,,,,,,,,,,,
CUREPTO,ratio docente especial,4.5,4.5,,,4.5,4.5,,4.5,,,4.5,,
CURICÓ,ratio docente especial,16.43,,16.43,,16.43,14.86,21.17,16.43,20.42,,12.45,,
DALCAHUE,ratio docente especial,2,2,,,2,2,,2,2,,,,
DIEGO DE ALMAGRO,ratio docente especial,3.5,4,3,,3.5,3.5,,3.5,,4,3,,
DOÑIHUE,ratio docente especial,,,,,,,,,,,,,
EL BOSQUE,ratio docente especial,16.86,,16.86,,16.86,16.86,,16.86,,16.86,,,
EL CARMEN,ratio docente especial,,,,,,,,,,,,,
EL MONTE,ratio docente especial,,,,,,,,,,,,,
EL QUISCO,ratio docente especial,,,,,,,,,,,,,
EL TABO,ratio docente especial,,,,,,,,,,,,,
EMPEDRADO,ratio docente especial,,,,,,,,,,,,,
ERCILLA,ratio docente especial,,,,,,,,,,,,,
ESTACIÓN CENTRAL,ratio docente especial,,,,,,,,,,,,,
FLORIDA,ratio docente especial,4,4,,,4,4,,4,,4,,,
FREIRE,ratio docente especial,,,,,,,,,,,,,
FREIRINA,ratio docente especial,2,2,,,2,2,,2,,,2,,
FRESIA,ratio docente especial,0,0,,,0,0,,0,0,,,,
FRUTILLAR,ratio docente especial,,,,,,,,,,,,,
FUTALEUFÚ,ratio docente especial,,,,,,,,,,,,,
FUTRONO,ratio docente especial,14,14,,,14,14,,14,,14,,,
GALVARINO,ratio docente especial,,,,,,,,,,,,,
GENERAL LAGOS,ratio docente especial,,,,,,,,,,,,,
GORBEA,ratio docente especial,,,,,,,,,,,,,
GRANEROS,ratio docente especial,,,,,,,,,,,,,
GUAITECAS,ratio docente especial,,,,,,,,,,,,,
HIJUELAS,ratio docente especial,16.05,8.6,23.5,,16.05,23.5,8.6,16.05,,8.6,23.5,,
HUALAIHUÉ,ratio docente especial,,,,,,,,,,,,,
HUALAÑÉ,ratio docente especial,3.57,3.57,,,3.57,3.57,,3.57,,,3.57,,
HUALPÉN,ratio docente especial,0,0,,,0,0,,0,,,0,,
HUALQUI,ratio docente especial,14.09,0.43,20.92,,14.09,14.09,,14.09,0.43,18,23.83,,
HUARA,ratio docente especial,,,,,,,,,,,,,
HUASCO,ratio docente especial,14,14,,,14,14,,14,,,14,,
HUECHURABA,ratio docente especial,,,,,,,,,,,,,
ILLAPEL,ratio docente especial,,,,,,,,,,,,,
INDEPENDENCIA,ratio docente especial,,,,,,,,,,,,,
IQUIQUE,ratio docente especial,25,25,,,25,25,,25,26,24,,,
ISLA DE MAIPO,ratio docente especial,10.33,,10.33,,10.33,10.33,,10.33,,10.33,,,
ISLA DE PASCUA,ratio docente especial,,,,,,,,,,,,,
JUAN FERNÁNDEZ,ratio docente especial,,,,,,,,,,,,,
LA CISTERNA,ratio docente especial,,,,,,,,,,,,,
LA CRUZ,ratio docente especial,,,,,,,,,,,,,
LA ESTRELLA,ratio docente especial,9,9,,,9,9,,9,,9,,,
LA FLORIDA,ratio docente especial,13.17,,13.17,,13.17,13.17,,12,,,12,,
LA GRANJA,ratio docente especial,,,,,,,,,,,,,
LA HIGUERA,ratio docente especial,,,,,,,,,,,,,
LA LIGUA,ratio docente especial,3,3,,,3,3,,3,,3,,,
LA PINTANA,ratio docente especial,19.36,,19.36,,19.36,19.36,,19.36,23.88,12.58,,,
LA REINA,ratio docente especial,,,,,,,,,,,,,
LA SERENA,ratio docente especial,14.73,,14.73,,14.73,13.04,21.5,14.73,,17.67,12.78,,
LA UNIÓN,ratio docente especial,,,,,,,,,,,,,
LAGO RANCO,ratio docente especial,14,14,,,14,14,,14,,14,,,
LAGO VERDE,ratio docente especial,,,,,,,,,,,,,
LAGUNA BLANCA,ratio docente especial,,,,,,,,,,,,,
LAJA,ratio docente especial,,,,,,,,,,,,,
LAMPA,ratio docente especial,27.13,,27.13,,27.13,27.13,,27.13,,28.75,25.5,,
LANCO,ratio docente especial,13.38,,13.38,,13.38,13.38,,13.38,,13.38,,,
LAS CABRAS,ratio docente especial,14,14,,,14,14,,14,,14,,,
LAS CONDES,ratio docente especial,,,,,,,,,,,,,
LAUTARO,ratio docente especial,8,8,,,8,8,,8,,,8,,
LEBU,ratio docente especial,,,,,,,,,,,,,
LICANTÉN,ratio docente especial,1.5,1.5,,,1.5,1.5,,1.5,,,1.5,,
LIMACHE,ratio docente especial,,,,,,,,,,,,,
LINARES,ratio docente especial,4.75,4.75,,,4.75,4.75,,4.75,,4.75,,,
LITUECHE,ratio docente especial,,,,,,,,,,,,,
LLAILLAY,ratio docente especial,13.5,,13.5,,13.5,13.5,,13.5,,,13.5,,
LLANQUIHUE,ratio docente especial,0,0,,,0,0,,0,,0,,,
LO BARNECHEA,ratio docente especial,,,,,,,,,,,,,
LO ESPEJO,ratio docente especial,12,,12,,12,12,,12,12,,,,
LO PRADO,ratio docente especial,,,,,,,,,,,,,
LOLOL,ratio docente especial,,,,,,,,,,,,,
LONCOCHE,ratio docente especial,1.25,1.25,,,1.25,1.25,,1.25,1.25,,,,
LONGAVÍ,ratio docente especial,2,2,,,2,,2,2,2,,,,
LONQUIMAY,ratio docente especial,,,,,,,,,,,,,
LOS ÁLAMOS,ratio docente especial,6.33,6.33,,,6.33,3.67,9,6.33,6.33,,,,
LOS ANDES,ratio docente especial,6.88,6.88,,,6.88,6.88,,6.88,,6.88,,,
LOS ÁNGELES,ratio docente especial,20.86,,20.86,,20.86,20.86,,20.86,,27,14.71,,
LOS LAGOS,ratio docente especial,,,,,,,,,,,,,
LOS MUERMOS,ratio docente especial,,,,,,,,,,,,,
LOS SAUCES,ratio docente especial,,,,,,,,,,,,,
LOS VILOS,ratio docente especial,,,,,,,,,,,,,
LOTA,ratio docente especial,,,,,,,,,,,,,
LUMACO,ratio docente especial,5,5,,,5,5,,5,5,,,,
MACHALÍ,ratio docente especial,,,,,,,,,,,,,
MACUL,ratio docente especial,,,,,,,,,,,,,
MÁFIL,ratio docente especial,,,,,,,,,,,,,
MAIPÚ,ratio docente especial,12.25,,12.25,,12.25,12.25,,12.25,,,24.5,0,
MALLOA,ratio docente especial,,,,,,,,,,,,,
MARCHIHUE,ratio docente especial,2.5,2.5,,,2.5,2.5,,2.5,2,,3,,
MARÍA ELENA,ratio docente especial,,,,,,,,,,,,,
MARÍA PINTO,ratio docente especial,16.5,16.5,,,16.5,5,28,16.5,,5,28,,
MARIQUINA,ratio docente especial,1.1,,1.1,,1.1,1.1,,1.1,,1.1,,,
MAULE,ratio docente especial,,,,,,,,,,,,,
MAULLIN,ratio docente especial,0,,0,,0,0,,0,0,,,,
MEJILLONES,ratio docente especial,2.71,2.71,,,2.71,2.71,,2.71,,2.67,2.75,,
MELIPEUCO,ratio docente especial,,,,,,,,,,,,,
MELIPILLA,ratio docente especial,21.07,,21.07,,21.07,21.07,,14,,,14,,
MOLINA,ratio docente especial,,,,,,,,,,,,,
MONTE PATRIA,ratio docente especial,,,,,,,,,,,,,
MOSTAZAL,ratio docente especial,,,,,,,,,,,,,
MULCHÉN,ratio docente especial,8.5,,8.5,,8.5,8.5,,8.5,,,8.5,,
NACIMIENTO,ratio docente especial,10,10,,,10,10,,10,10,,,,
NANCAGUA,ratio docente especial,,,,,,,,,,,,,
NATALES,ratio docente especial,,,,,,,,,,,,,
NAVIDAD,ratio docente especial,,,,,,,,,,,,,
NEGRETE,ratio docente especial,0,0,,,0,0,,0,,0,,,
NINHUE,ratio docente especial,0.83,0.83,,,0.83,0.83,,0.83,,0.83,,,
ÑIQUÉN,ratio docente especial,12.06,1.88,22.25,,12.06,22.25,1.88,1.88,1.88,,,,
NOGALES,ratio docente especial,,,,,,,,,,,,,
NUEVA IMPERIAL,ratio docente especial,,,,,,,,,,,,,
ÑUÑOA,ratio docente especial,,,,,,,,,,,,,
O'HIGGINS,ratio docente especial,,,,,,,,,,,,,
OLIVAR,ratio docente especial,,,,,,,,,,,,,
OLLAGÜE,ratio docente especial,,,,,,,,,,,,,
OLMUÉ,ratio docente especial,,,,,,,,,,,,,
OSORNO,ratio docente especial,,,,,,,,,,,,,
OVALLE,ratio docente especial,0,,0,,0,0,,0,,,,0,
PADRE HURTADO,ratio docente especial,16.05,,16.05,,16.05,16.05,,16.05,,18.75,14.7,,
PADRE LAS CASAS,ratio docente especial,7,,7,,7,7,,7,,7,,,
PAIGUANO,ratio docente especial,5,5,,,5,,5,5,,5,,,
PAILLACO,ratio docente especial,5.5,5.5,,,5.5,5.5,,5.5,,5.5,,,
PAINE,ratio docente especial,11.22,,11.22,,11.22,7.78,14.67,11.22,,,11.22,,
PALENA,ratio docente especial,1.5,1.5,,,1.5,,1.5,1.5,,,1.5,,
PALMILLA,ratio docente especial,,,,,,,,,,,,,
PANGUIPULLI,ratio docente especial,1.39,1.67,0.83,,1.39,1.58,1,1.39,,1.67,0.83,,
PANQUEHUE,ratio docente especial,,,,,,,,,,,,,
PAPUDO,ratio docente especial,4,4,,,4,4,,4,,4,,,
PAREDONES,ratio docente especial,,,,,,,,,,,,,
PARRAL,ratio docente especial,25.32,8.64,42,,25.32,25.32,,25.32,8.64,42,,,
PEDRO AGUIRRE CERDA,ratio docente especial,,,,,,,,,,,,,
PELARCO,ratio docente especial,20.5,2,39,,20.5,20.5,,20.5,2,39,,,
PELLUHUE,ratio docente especial,1.6,1.6,,,1.6,0.7,2.5,1.6,2.5,0.7,,,
PEMUCO,ratio docente especial,2.5,2.5,,,2.5,2.5,,2.5,2.5,,,,
PEÑAFLOR,ratio docente especial,17.97,,17.97,,17.97,17.97,,17.97,9.5,21.63,17.33,19.75,
PEÑALOLÉN,ratio docente especial,6,,6,,6,6,,6,6,,,,
PENCAHUE,ratio docente especial,,,,,,,,,,,,,
PENCO,ratio docente especial,14.6,,14.6,,14.6,14.6,,14.6,,14.6,,,
PERALILLO,ratio docente especial,,,,,,,,,,,,,
PERQUENCO,ratio docente especial,13,13,,,13,13,,13,,13,,,
PETORCA,ratio docente especial,5,5,,,5,,5,5,,5,,,
PEUMO,ratio docente especial,,,,,,,,,,,,,
PICA,ratio docente especial,,,,,,,,,,,,,
PICHIDEGUA,ratio docente especial,,,,,,,,,,,,,
PICHILEMU,ratio docente especial,4.67,4.67,,,4.67,4.67,,4.67,,4.67,,,
PINTO,ratio docente especial,5,5,,,5,,5,,,,,,
PIRQUE,ratio docente especial,,,,,,,,,,,,,
PITRUFQUÉN,ratio docente especial,,,,,,,,,,,,,
PLACILLA,ratio docente especial,,,,,,,,,,,,,
PORTEZUELO,ratio docente especial,0,0,,,0,0,,0,,0,,,
PORVENIR,ratio docente especial,,,,,,,,,,,,,
POZO ALMONTE,ratio docente especial,,,,,,,,,,,,,
PRIMAVERA,ratio docente especial,,,,,,,,,,,,,
PROVIDENCIA,ratio docente especial,,,,,,,,,,,,,
PUCHUNCAVÍ,ratio docente especial,,,,,,,,,,,,,
PUCÓN,ratio docente especial,6.38,7,5.75,,6.38,5.75,7,6.38,,5.75,7,,
PUDAHUEL,ratio docente especial,20.39,,20.39,,20.39,20.39,,20.39,,,20.75,19.67,
PUENTE ALTO,ratio docente especial,15.96,,15.96,,15.96,15.96,,15.96,17.17,15.5,15.67,,
PUERTO MONTT,ratio docente especial,7.75,7.75,,,7.75,2.5,13,7.75,2.5,13,,,
PUERTO OCTAY,ratio docente especial,,,,,,,,,,,,,
PUERTO VARAS,ratio docente especial,,,,,,,,,,,,,
PUMANQUE,ratio docente especial,,,,,,,,,,,,,
PUNITAQUI,ratio docente especial,,,,,,,,,,,,,
PUNTA ARENAS,ratio docente especial,,,,,,,,,,,,,
PUQUELDÓN,ratio docente especial,,,,,,,,,,,,,
PURÉN,ratio docente especial,,,,,,,,,,,,,
PURRANQUE,ratio docente especial,7.92,7.92,,,7.92,7.92,,7.92,7.92,,,,
PUTAENDO,ratio docente especial,,,,,,,,,,,,,
PUTRE,ratio docente especial,,,,,,,,,,,,,
PUYEHUE,ratio docente especial,5.5,5.5,,,5.5,5.5,,5.5,,5.5,,,
QUEILÉN,ratio docente especial,,,,,,,,,,,,,
QUELLÓN,ratio docente especial,5.39,4.83,6.5,,5.39,4.83,6.5,5.39,4.75,6.67,,,
QUEMCHI,ratio docente especial,,,,,,,,,,,,,
QUILACO,ratio docente especial,,,,,,,,,,,,,
QUILICURA,ratio docente especial,9.75,9.75,,,9.75,9.75,,9.75,9.75,,,,
QUILLECO,ratio docente especial,,,,,,,,,,,,,
QUILLÓN,ratio docente especial,16,12,20,,16,16,,16,12,,20,,
QUILLOTA,ratio docente especial,,,,,,,,,,,,,
QUILPUÉ,ratio docente especial,12.96,,12.96,,12.96,12.96,,14.44,,17.38,11.5,,
QUINCHAO,ratio docente especial,3.75,3.75,,,3.75,2.5,5,3.75,,2.5,,5,
QUINTA DE TILCOCO,ratio docente especial,,,,,,,,,,,,,
QUINTA NORMAL,ratio docente especial,,,,,,,,,,,,,
QUINTERO,ratio docente especial,,,,,,,,,,,,,
QUIRIHUE,ratio docente especial,4.5,4.5,,,4.5,4.5,,4.5,,4.5,,,
RANCAGUA,ratio docente especial,4,,4,,4,4,,4,,,4,,
RANQUIL,ratio docente especial,,,,,,,,,,,,,
RAUCO,ratio docente especial,2,2,,,2,2,,2,2,,,,
RECOLETA,ratio docente especial,,,,,,,,,,,,,
RENAICO,ratio docente especial,,,,,,,,,,,,,
RENCA,ratio docente especial,22.24,,22.24,,22.24,22.24,,22.24,,19.33,21.88,25.5,
RENGO,ratio docente especial,,,,,,,,,,,,,
REQUÍNOA,ratio docente especial,,,,,,,,,,,,,
RETIRO,ratio docente especial,,,,,,,,,,,,,
RINCONADA,ratio docente especial,,,,,,,,,,,,,
RÍO BUENO,ratio docente especial,4.47,0,8.94,,4.47,4.47,,4.47,,0,8.94,,
RÍO CLARO,ratio docente especial,5,5,,,5,,5,5,5,,,,
RÍO HURTADO,ratio docente especial,,,,,,,,,,,,,
RÍO IBÁÑEZ,ratio docente especial,,,,,,,,,,,,,
RÍO NEGRO,ratio docente especial,8,8,,,8,8,,8,,8,,,
RÍO VERDE,ratio docente especial,,,,,,,,,,,,,
ROMERAL,ratio docente especial,28.33,,28.33,,28.33,28.33,,28.33,,28.33,,,
SAAVEDRA,ratio docente especial,,,,,,,,,,,,,
SAGRADA FAMILIA,ratio docente especial,,,,,,,,,,,,,
SALAMANCA,ratio docente especial,,,,,,,,,,,,,
SAN ANTONIO,ratio docente especial,38.33,,38.33,,38.33,38.33,,38.33,,,38.33,,
SAN BERNARDO,ratio docente especial,14.27,,14.27,,14.27,14.27,,14.27,20.75,,11.02,,
SAN CARLOS,ratio docente especial,4.5,4.5,,,4.5,5.29,1.33,4.5,3.28,6.33,,,
SAN CLEMENTE,ratio docente especial,,,,,,,,,,,,,
SAN ESTEBAN,ratio docente especial,,,,,,,,,,,,,
SAN FABIÁN,ratio docente especial,5,5,,,5,5,,5,,,5,,
SAN FELIPE,ratio docente especial,,,,,,,,,,,,,
SAN FERNANDO,ratio docente especial,1.25,1.25,,,1.25,1.25,,1.25,,1.25,,,
SAN GREGORIO,ratio docente especial,,,,,,,,,,,,,
SAN IGNACIO,ratio docente especial,2.75,2.75,,,2.75,2,3.5,2.75,,2.75,,,
SAN JAVIER,ratio docente especial,13.5,,13.5,,13.5,,13.5,13.5,,13.5,,,
SAN JOAQUÍN,ratio docente especial,8.5,12,5,,8.5,8.5,,12,,,12,,
SAN JOSÉ DE MAIPO,ratio docente especial,,,,,,,,,,,,,
SAN JUAN DE LA COSTA,ratio docente especial,0,0,,,0,,0,0,,0,,,
SAN MIGUEL,ratio docente especial,19.5,,19.5,,19.5,19.5,,19.5,,,,19.5,
SAN NICOLÁS,ratio docente especial,,,,,,,,,,,,,
SAN PABLO,ratio docente especial,,,,,,,,,,,,,
SAN PEDRO,ratio docente especial,,,,,,,,,,,,,
SAN PEDRO DE ATACAMA,ratio docente especial,0,0,,,0,0,,0,,0,,,
SAN PEDRO DE LA PAZ,ratio docente especial,10.31,1.06,19.56,,10.31,10.31,,10.31,,13.41,1,,
SAN RAFAEL,ratio docente especial,13,13,,,13,13,,13,,13,,,
SAN RAMÓN,ratio docente especial,,,,,,,,,,,,,
SAN ROSENDO,ratio docente especial,,,,,,,,,,,,,
SAN VICENTE,ratio docente especial,,,,,,,,,,,,,
SANTA BÁRBARA,ratio docente especial,5.22,5.22,,,5.22,5.22,,5.22,7,,1.67,,
SANTA CRUZ,ratio docente especial,14,14,,,14,,14,14,,,14,,
SANTA JUANA,ratio docente especial,,,,,,,,,,,,,
SANTA MARÍA,ratio docente especial,,,,,,,,,,,,,
SANTIAGO,ratio docente especial,,,,,,,,,,,,,
SANTO DOMINGO,ratio docente especial,,,,,,,,,,,,,
SIERRA GORDA,ratio docente especial,,,,,,,,,,,,,
TALAGANTE,ratio docente especial,6.67,,6.67,,6.67,6.67,,6.67,,,6.67,,
TALCA,ratio docente especial,11,,11,,11,11,,11,,,9,13,
TALCAHUANO,ratio docente especial,0,,0,,0,0,,0,,0,,,
TALTAL,ratio docente especial,6.33,6.33,,,6.33,6.33,,6.33,,6.33,,,
TEMUCO,ratio docente especial,12.41,4.5,15.04,,12.41,12.41,,7.25,,,7.25,,
TENO,ratio docente especial,,,,,,,,,,,,,
TEODORO SCHMIDT,ratio docente especial,,,,,,,,,,,,,
TIERRA AMARILLA,ratio docente especial,1,1,,,1,1,,,,,,,
TILTIL,ratio docente especial,,,,,,,,,,,,,
TIMAUKEL,ratio docente especial,,,,,,,,,,,,,
TIRÚA,ratio docente especial,0,0,,,0,0,,0,0,,,,
TOCOPILLA,ratio docente especial,,,,,,,,,,,,,
TOLTÉN,ratio docente especial,,,,,,,,,,,,,
TOMÉ,ratio docente especial,4,4,,,4,4,,4,,4,,,
TORRES DEL PAINE,ratio docente especial,,,,,,,,,,,,,
TORTEL,ratio docente especial,,,,,,,,,,,,,
TRAIGUÉN,ratio docente especial,,,,,,,,,,,,,
TREHUACO,ratio docente especial,,,,,,,,,,,,,
TUCAPEL,ratio docente especial,1.54,1.54,,,1.54,1.54,,1.54,3.5,0.56,,,
VALDIVIA,ratio docente especial,4.53,0,9.05,,4.53,9.05,0,4.53,,0,,9.05,
VALLENAR,ratio docente especial,0.25,0.25,,,0.25,0.25,,0.25,,,0.25,,
VALPARAÍSO,ratio docente especial,6.64,3.63,12.67,,6.64,6.64,,6.64,4.43,2.83,,12.67,
VICHUQUEN,ratio docente especial,,,,,,,,,,,,,
VICTORIA,ratio docente especial,,,,,,,,,,,,,
VICUÑA,ratio docente especial,14.52,9.38,24.8,,14.52,14.52,,14.52,9.38,,24.8,,
VILCÚN,ratio docente especial,,,,,,,,,,,,,
VILLA ALEGRE,ratio docente especial,3,3,,,3,,3,3,,3,,,
VILLA ALEMANA,ratio docente especial,33.67,,33.67,,33.67,33.67,,33.67,,33.67,,,
VILLARRICA,ratio docente especial,,,,,,,,,,,,,
VIÑA DEL MAR,ratio docente especial,21.83,11.67,25.22,,21.83,21.83,,21.83,,45,14.33,13.67,
VITACURA,ratio docente especial,,,,,,,,,,,,,
YERBAS BUENAS,ratio docente especial,8,8,,,8,,8,,,,,,
YUMBEL,ratio docente especial,4.44,4.44,,,4.44,4.44,,4.44,,,4.44,,
YUNGAY,ratio docente especial,13.08,8.17,20.46,,13.08,13.08,,13.08,,11.04,21.25,,
ZAPALLAR,ratio docente especial,,,,,,,,,,,,,
TODAS,ratio docente especial,10.16,5.13,16.42,,10.16,10.61,6.7,10.06,7.37,9.9,11.87,13.74,
